,implied_volatility,open_interest,break_even_price,day_close,day_high,last_updated,day_low,day_open,day_change_percent,day_change,previous_close,day_volume,day_vwap,contract_type,exercise_style,expiration_date,shares_per_contract,strike_price,option_symbol,delta,gamma,theta,vega,ask,ask_size,bid,bid_size,quote_last_updated,midpoint,conditions,exchange,price,sip_timestamp,size,change_to_break_even,underlying_last_updated,underlying_price,underlying_ticker
539,0.38601237768680835,280,285.015,,,1.6881552e+18,,,,,0.01,,,call,american,2023-08-18,100,285.0,,0.0019655451797133843,0.0002355845552863931,-0.0018271873709569666,0.007357913020259439,0.02,89,0.01,52,,0.015,[209],313.0,0.01,1.688153736771e+18,10.0,92.565,,,
468,0.49977631107225345,117,139.9,,,1.6884144e+18,,,,,0.1,,,put,american,2023-08-04,100,140.0,,-0.009867427615039231,0.0009453570099322942,-0.011731115372132851,0.02299074773773332,0.11,565,0.09,90,,0.1,[209],309.0,0.1,1.6884006669907628e+18,10.0,-52.5,,,
385,0.5484627934027037,38,134.965,,,1.6879824e+18,,,,,0.04,,,put,american,2023-07-28,100,135.0,,-0.0038799460926457643,0.00042241615565522894,-0.006350117638841255,0.008564613441438712,0.04,15,0.03,110,,0.035,[219],309.0,0.04,1.68796526777e+18,10.0,-57.5,,,
920,0.4039397184056125,10250,109.78,,,1.6884144e+18,,,,,0.22,,,put,american,2023-12-15,100,110.0,,-0.01098514417085077,0.0005543959794480145,-0.0042974342992750485,0.04158077754212403,0.23,57,0.21,97,,0.22,[233],302.0,0.22,1.6884013376114834e+18,10.0,-82.7,,,
873,0.4359886068250444,509,194.875,,,1.6879824e+18,,,,,81.62,,,call,american,2023-12-15,100,110.0,,0.9822653728211298,0.0007018605885037183,-0.018810988746038523,0.04242119685587714,85.25,30,84.5,30,,84.875,[232],308.0,81.62,1.687963795907e+18,10.0,2.425,,,
639,0.4484140553260106,11574,124.86,,,1.6881552e+18,,,,,0.14,,,put,american,2023-09-15,100,125.0,,-0.00982151728246952,0.0006814129005032455,-0.006698339582169909,0.03177666049841567,0.15,114,0.13,24,,0.14,[227],323.0,0.14,1.688154819028e+18,10.0,-67.6,,,
1213,0.19780932750254995,4741,300.3,,,1.6884144e+18,,,,,0.3,,,call,american,2024-06-21,100,300.0,,0.022293666287474062,0.0014129647208012536,-0.0033026771817016294,0.0824374215645966,0.32,132,0.28,1,,0.3,[227],312.0,0.3,1.6884000274269793e+18,10.0,107.85,,,
1078,0.3440435340347993,1391,197.725,,,1.6881552e+18,,,,,67.83,,,call,american,2024-03-15,100,130.0,,0.9447569858195274,0.0019326536400342301,-0.02513953787594247,0.1932222805091657,68.3,30,67.15,30,,67.725,[233],302.0,67.83,1.68813725762e+18,10.0,5.275,,,
872,0.4512911007290835,199,194.7,,,1.6879824e+18,,,,,86.42,,,call,american,2023-12-15,100,105.0,,0.9852610808931015,0.0005601500135018842,-0.01722891761044716,0.041355496659918896,90.2,51,89.2,50,,89.7,[232],308.0,86.42,1.687963795907e+18,10.0,2.25,,,
1328,0.3565061958749974,190,103.985,,,1.6872912e+18,,,,,1.4,,,put,american,2024-09-20,100,105.0,,-0.029843141298879886,0.0009138665939154291,-0.00503843288270364,0.12286559269147411,1.15,672,0.88,423,,1.015,[209],313.0,1.4,1.687276115354e+18,10.0,-88.5,,,
1416,0.19637338039945068,855,301.22,,,1.6884144e+18,,,,,1.29,,,call,american,2024-12-20,100,300.0,,0.06538442810901215,0.0028035417152927834,-0.0068979363482415046,0.23150532513534244,1.25,198,1.19,94,,1.22,[227],312.0,1.29,1.6883947102903314e+18,10.0,108.77,,,
637,0.4936706851923679,9985,114.91,,,1.6884144e+18,,,,,0.1,,,put,american,2023-09-15,100,115.0,,-0.00598059631518218,0.0003977229133137281,-0.004764287013380274,0.013070377559644823,0.1,162,0.08,50,,0.09,[209],301.0,0.1,1.6883934367407585e+18,10.0,-77.5,,,
1410,0.19867052643091143,604,273.325,,,1.6881552e+18,,,,,3.53,,,call,american,2024-12-20,100,270.0,,0.1505643417437567,0.005081992087004644,-0.013362973000561617,0.6632339531588325,3.4,134,3.25,156,,3.325,[227],308.0,3.53,1.688148761247e+18,10.0,80.875,,,
1413,0.19391269634851338,37,286.97,,,1.6881552e+18,,,,,2.14,,,call,american,2024-12-20,100,285.0,,0.09855764696703585,0.0038307458062175207,-0.00942031704041843,0.429476346515886,2.11,167,1.83,139,,1.97,[209],304.0,2.14,1.68814843099e+18,10.0,94.52,,,
726,0.460186373612308,3425,109.88,,,1.6884144e+18,,,,,0.11,,,put,american,2023-10-20,100,110.0,,-0.006938718952707402,0.00040457381858597036,-0.004166395889927206,0.015188949198556735,0.13,101,0.11,137,,0.12,[209],315.0,0.11,1.6883989167262438e+18,10.0,-82.6,,,
46,0.4212618745913817,3272,215.005,,,1.6884144e+18,,,,,0.01,,,call,american,2023-07-07,100,215.0,,0.0021763187394730184,0.0008880841877381933,-0.008048353014875172,0.0015553675167385907,0.01,42,0.0,0,,0.005,[209],301.0,0.01,1.6884035893728563e+18,10.0,22.555,,,
678,0.4745358948958639,73,194.175,,,1.6880688e+18,,,,,76.13,,,call,american,2023-10-20,100,115.0,,0.9844048736349753,0.0007265095252407532,-0.02118643611756157,0.036566311494715856,79.45,2,78.9,2,,79.175,[233],302.0,76.13,1.688049499628e+18,10.0,1.725,,,
184,0.48305068441040244,109,157.475,,,1.6884144e+18,,,,,0.03,,,put,american,2023-07-14,100,157.5,,-0.004823054503446815,0.0008945877029193172,-0.010471226623902695,0.006109046578927566,0.03,97,0.02,243,,0.025,[209],302.0,0.03,1.6884015076909926e+18,10.0,-35.0,,,
158,0.40761121052905824,173,235.005,,,1.6884144e+18,,,,,0.01,,,call,american,2023-07-14,100,235.0,,0.0013337433202817597,0.0003330962398418067,-0.002839776734491328,0.000908265052053976,0.01,67,0.0,0,,0.005,[209],319.0,0.01,1.6883918101923725e+18,10.0,42.555,,,
986,0.22305050738483104,29345,206.3,,,1.6884144e+18,,,,,16.3,,,call,american,2024-01-19,100,190.0,,0.619930072845427,0.012146502386677568,-0.04344891235096838,0.5359686384530743,16.4,257,16.2,237,,16.3,[209],303.0,16.3,1.6884034450176945e+18,10.0,13.85,,,
1039,0.2060912796030319,5867,183.925,,,1.6884144e+18,,,,,11.21,,,put,american,2024-01-19,100,195.0,,-0.47066797073279637,0.015359351819181606,-0.020094281791788255,0.5524108335275395,11.15,69,11.0,203,,11.075,[233],309.0,11.21,1.6884015262719951e+18,10.0,-8.52,,,
514,0.3312885178549302,8471,193.775,,,1.6884144e+18,,,,,33.4,,,call,american,2023-08-18,100,160.0,,0.9549324026129574,0.004211190575290244,-0.041942482461292147,0.05800534035125468,33.95,1,33.6,1,,33.775,[233],302.0,33.4,1.688401582538659e+18,11.0,1.325,,,
1128,0.33532498947520856,6079,124.14,,,1.6884144e+18,,,,,0.89,,,put,american,2024-03-15,100,125.0,,-0.03591398208461446,0.001489432126856679,-0.007512806213564726,0.10864391691171287,0.88,147,0.84,405,,0.86,[219],301.0,0.89,1.688397233653178e+18,11.0,-68.3,,,
1175,0.36881514743407856,347,197.325,,,1.6881552e+18,,,,,94.3,,,call,american,2024-06-21,100,105.0,,0.9717006554182317,0.0008042386070938817,-0.016306641788267382,0.11054234107172353,92.9,8,91.75,8,,92.325,[232],312.0,94.3,1.688154902159e+18,11.0,4.875,,,
826,0.43114784391936306,376,109.82,,,1.6884144e+18,,,,,0.18,,,put,american,2023-11-17,100,110.0,,-0.009446848130765016,0.0005009276809612666,-0.004475312953868679,0.038724394661928827,0.19,1,0.17,99,,0.18,[209],315.0,0.18,1.6883973680680579e+18,11.0,-82.6,,,
377,0.9347132715083569,1150,94.99,,,1.6881552e+18,,,,,0.01,,,put,american,2023-07-28,100,95.0,,-0.0007280016220352436,5.4208530923862e-05,-0.0023865223655698204,0.000807448690683237,0.02,25,0.0,0,,0.01,[209],316.0,0.01,1.688154064808e+18,11.0,-97.5,,,
298,0.31970035897702437,1456,167.405,,,1.6884144e+18,,,,,0.11,,,put,american,2023-07-21,100,167.5,,-0.018627388921132314,0.003410719430381176,-0.017221976378797525,0.018651207201387177,0.1,108,0.09,152,,0.095,[232],308.0,0.11,1.6884031301504207e+18,11.0,-25.0,,,
304,0.20048773103042664,10663,182.1,,,1.6884144e+18,,,,,0.42,,,put,american,2023-07-21,100,182.5,,-0.09833193415528915,0.020939757564106994,-0.04025679405948643,0.06742858458206459,0.41,426,0.39,184,,0.4,[232],308.0,0.42,1.6884031301504207e+18,11.0,-10.3,,,
361,0.23253395939399332,626,220.055,,,1.6884144e+18,,,,,0.06,,,call,american,2023-07-28,100,220.0,,0.013601804881787872,0.0030355821190886996,-0.008650358068760458,0.012949410386978435,0.06,77,0.05,42,,0.055,[209],313.0,0.06,1.688401760681976e+18,12.0,27.605,,,
70,1.3822058771913839,522,129.995,,,1.6880688e+18,,,,,0.01,,,put,american,2023-07-07,100,130.0,,-0.0006935108640689756,9.549154534190332e-05,-0.009241452172825043,0.0003536169537993173,0.01,3601,0.0,0,,0.005,[209],325.0,0.01,1.688065832694e+18,12.0,-62.5,,,
1444,0.25314136102555507,929,164.1,,,1.6884144e+18,,,,,11.1,,,put,american,2024-12-20,100,175.0,,-0.2704756361992135,0.006233997768314611,-0.01216201987682356,0.77758450084771,11.2,328,10.6,1037,,10.9,[232],309.0,11.1,1.6883989291963185e+18,12.0,-28.3,,,
467,0.5304244640619612,2,134.92,,,1.6884144e+18,,,,,0.09,,,put,american,2023-08-04,100,135.0,,-0.007578842756468952,0.000701452348883609,-0.00982205556585694,0.009679810246252626,0.09,188,0.07,61,,0.08,[227],302.0,0.09,1.688394203424367e+18,12.0,-57.5,,,
469,0.4597825046430549,101,144.875,,,1.6884144e+18,,,,,0.13,,,put,american,2023-08-04,100,145.0,,-0.012910399456139938,0.0012841011830407349,-0.013446012005929757,0.023334834543777414,0.14,428,0.11,14,,0.125,[209],316.0,0.13,1.6883967045751437e+18,12.0,-47.6,,,
76,0.9157414364864772,5053,149.995,,,1.6884144e+18,,,,,0.01,,,put,american,2023-07-07,100,150.0,,-0.0010383205746860619,0.00021102414211565123,-0.00895358396303711,0.0012443149639762153,0.01,240,0.0,0,,0.005,[219],319.0,0.01,1.6883910696578557e+18,12.0,-42.5,,,
556,0.5054792732767261,8193,129.895,,,1.6884144e+18,,,,,0.11,,,put,american,2023-08-18,100,130.0,,-0.008576016738911953,0.0006882530932353326,-0.008704300261687087,0.01157693865433804,0.11,7,0.1,87,,0.105,[209],319.0,0.11,1.688400027764519e+18,12.0,-62.6,,,
73,1.0297100315278014,2028,144.995,,,1.6881552e+18,,,,,0.01,,,put,american,2023-07-07,100,145.0,,-0.0009286698772477383,0.0001693973063436233,-0.009091125754875229,0.00037276529755559757,0.01,93,0.0,0,,0.005,[209],322.0,0.01,1.688154939133e+18,13.0,-47.5,,,
881,0.29721580485808896,8339,196.8,,,1.6884144e+18,,,,,46.54,,,call,american,2023-12-15,100,150.0,,0.9250380697251852,0.0036322832666823993,-0.03224066936890008,0.17261635599974692,47.05,20,46.55,30,,46.8,[227],323.0,46.54,1.688396626345361e+18,13.0,4.35,,,
547,0.7854420724116541,642,84.99,,,1.6884144e+18,,,,,0.01,,,put,american,2023-08-18,100,85.0,,-0.0006328245054926826,4.138295905803041e-05,-0.0012804140870248508,0.001012667299481885,0.02,102,0.0,0,,0.01,[209],302.0,0.01,1.6883927218362135e+18,14.0,-107.0,,,
428,0.5239407190939792,6,193.275,,,1.6884144e+18,,,,,47.95,,,call,american,2023-08-04,100,145.0,,0.97621426188527,0.0019002662291868215,-0.043459965335056965,0.023651841654264857,48.4,30,48.15,30,,48.275,[209],301.0,47.95,1.6884026741892142e+18,14.0,0.825,,,
1593,0.2886716499465648,567,210.45,,,1.6881552e+18,,,,,65.35,,,call,american,2025-06-20,100,145.0,,0.8626305899432907,0.00273998312502706,-0.02346714041664817,0.6269853296357077,66.45,191,64.45,127,,65.45,[209],313.0,65.35,1.688146082769e+18,14.0,18.0,,,
34,0.2986634629449719,8812,192.7,,,1.6884144e+18,,,,,7.7,,,call,american,2023-07-07,100,185.0,,0.9279588527933043,0.025832694459303276,-0.13837595847102444,0.030449170955129837,7.75,8,7.65,2,,7.7,[209],322.0,7.7,1.6884035458413084e+18,14.0,0.25,,,
429,0.5024367667003692,41,193.45,,,1.6884144e+18,,,,,43.15,,,call,american,2023-08-04,100,150.0,,0.9642140989610525,0.0027597303108541906,-0.05272385559240801,0.04821780441868786,43.65,30,43.25,30,,43.45,[209],313.0,43.15,1.6883979898031936e+18,15.0,1.0,,,
1289,0.2842994308286149,412,206.125,,,1.6884144e+18,,,,,50.75,,,call,american,2024-09-20,100,155.0,,0.8433974230177056,0.003944290864799472,-0.029572221406161923,0.5478622404806835,51.3,53,50.95,50,,51.125,[209],313.0,50.75,1.6884021047853573e+18,15.0,13.675,,,
565,0.2574075667493071,16773,173.89,,,1.6884144e+18,,,,,1.14,,,put,american,2023-08-18,100,175.0,,-0.12312811158182484,0.011913334386841406,-0.036903654227414796,0.15915465653378605,1.12,128,1.1,65,,1.11,[209],303.0,1.14,1.6884032391460188e+18,15.0,-18.6,,,
1022,0.38575724937846123,31010,109.705,,,1.6884144e+18,,,,,0.31,,,put,american,2024-01-19,100,110.0,,-0.013665125777362277,0.0006405328182638438,-0.004468937910793022,0.04498662328346244,0.31,546,0.28,352,,0.295,[227],312.0,0.31,1.688396385011794e+18,15.0,-82.7,,,
1628,0.35601811920725773,2120,84.165,,,1.6884144e+18,,,,,1.0,,,put,american,2025-06-20,100,85.0,,-0.019642496908586493,0.00050415888292068,-0.002658701724668669,0.12536671677305516,1.03,158,0.64,282,,0.835,[209],303.0,1.0,1.6884026085659738e+18,15.0,-108.0,,,
1690,0.25841994214642855,1251,217.925,,,1.6884144e+18,,,,,57.9,,,call,american,2025-12-19,100,160.0,,0.8152647048621666,0.0033243147931506073,-0.023043756314475763,0.7384946874230878,58.55,34,57.3,52,,57.925,[209],316.0,57.9,1.688401600303546e+18,15.0,25.475,,,
681,0.3961123162669996,329,194.475,,,1.6880688e+18,,,,,61.56,,,call,american,2023-10-20,100,130.0,,0.9774181044152,0.0012441191408441952,-0.024669002108125185,0.0771590955388278,64.7,1,64.25,1,,64.475,[232],308.0,61.56,1.688060523379e+18,15.0,2.025,,,
396,0.18386109620633637,6706,187.665,,,1.6884144e+18,,,,,2.32,,,put,american,2023-07-28,100,190.0,,-0.3653707802985504,0.042464276380379085,-0.06362272768218485,0.1907467881761905,2.35,83,2.32,49,,2.335,[227],323.0,2.32,1.6884035674193452e+18,15.0,-4.78,,,
777,0.4453001275941171,18,194.625,,,1.6875504e+18,,,,,74.07,,,call,american,2023-11-17,100,115.0,,0.9812255995553724,0.0008135968489629247,-0.02093363863088791,0.040306208622660725,80.0,30,79.25,30,,79.625,[233],309.0,74.07,1.687546303311e+18,15.0,2.175,,,
128,0.7784735739453441,27,192.725,,,1.6884144e+18,,,,,47.61,,,call,american,2023-07-14,100,145.0,,0.9893489005224801,0.001121814029763696,-0.05187984607951237,0.013908589810719352,47.85,30,47.6,30,,47.725,[232],308.0,47.61,1.6883951058285658e+18,15.0,0.275,,,
1749,0.2324177601017998,212,184.575,,,1.6884144e+18,,,,,35.19,,,put,american,2025-12-19,100,220.0,,-0.586579606597457,0.009262559278620726,-0.006100670934516656,1.0071717641767581,36.0,121,34.85,91,,35.425,[232],308.0,35.19,1.6884026666413983e+18,15.0,-7.87,,,
447,0.30699426837323107,103,240.045,,,1.6884144e+18,,,,,0.05,,,call,american,2023-08-04,100,240.0,,0.007819364526485259,0.0012295780905968445,-0.006063578100960502,0.01525414571970005,0.05,20,0.04,33,,0.045,[209],312.0,0.05,1.6884034610993068e+18,15.0,47.595,,,
607,0.2986018634293884,14646,194.65,,,1.6884144e+18,,,,,34.4,,,call,american,2023-09-15,100,160.0,,0.935549026426818,0.00487298097638379,-0.03994646135204141,0.12476860801150463,34.75,30,34.55,30,,34.65,[232],308.0,34.4,1.6884026666413944e+18,15.0,2.2,,,
964,0.5726280363693314,1637,194.425,,,1.6879824e+18,,,,,111.17,,,call,american,2024-01-19,100,80.0,,0.988471459901885,0.0002968554409124451,-0.013015450222328388,0.03977528087134831,114.75,15,114.1,30,,114.425,[227],323.0,111.17,1.687963985003e+18,16.0,1.975,,,
1488,0.31145475311392273,11520,204.125,,,1.6884144e+18,,,,,73.86,,,call,american,2025-01-17,100,130.0,,0.9115344494349626,0.002040641118073399,-0.02189594228787995,0.3990197072252599,74.55,30,73.7,14,,74.125,[232],300.0,73.86,1.6884004172991585e+18,16.0,11.675,,,
1684,0.2835792434999364,526,209.7,,,1.6884144e+18,,,,,79.24,,,call,american,2025-12-19,100,130.0,,0.9016518964295135,0.0018631150991421945,-0.018445961378141428,0.4628114059760405,80.75,219,78.65,27,,79.7,[227],300.0,79.24,1.6884003766261115e+18,16.0,17.25,,,
1390,0.27078786583795916,142,212.975,,,1.6881552e+18,,,,,43.35,,,call,american,2024-12-20,100,170.0,,0.7679360456562623,0.004861987152872583,-0.030791433979569308,0.6503511202035526,43.35,168,42.6,162,,42.975,[209],319.0,43.35,1.68814615377e+18,18.0,20.525,,,
535,0.33220095914768794,42,265.025,,,1.6884144e+18,,,,,0.03,,,call,american,2023-08-18,100,265.0,,0.0035997402116147116,0.00047175611813287895,-0.002725848075268583,0.00718376805915647,0.03,138,0.02,33,,0.025,[227],302.0,0.03,1.6883969201904207e+18,19.0,72.575,,,
564,0.27554595700541723,36052,169.25,,,1.6884144e+18,,,,,0.75,,,put,american,2023-08-18,100,170.0,,-0.08333073020648851,0.008285851705788458,-0.029791231877236188,0.10367577351513743,0.76,149,0.74,20,,0.75,[209],313.0,0.75,1.688403381157066e+18,19.0,-23.2,,,
493,1.6314450593385534,20,192.925,,,1.6793424e+18,,,,,102.18,,,call,american,2023-08-18,100,55.0,,0.9937662974725117,0.0001473111184015658,-0.024925558872769045,0.017310189549152782,138.3,82,137.55,10,,137.925,[232],308.0,102.18,1.679325663082e+18,19.0,0.475,,,
1576,,24,196.1,,,1.6860816e+18,,,,,123.75,,,call,american,2025-06-20,100,60.0,,,,,,137.7,1,134.5,1,,136.1,[235],301.0,123.75,1.686076743474e+18,20.0,3.65,,,
1013,0.5487798216888845,2743,64.965,,,1.6880688e+18,,,,,0.05,,,put,american,2024-01-19,100,65.0,,-0.0013694374957647227,5.725475360541936e-05,-0.0008393308817956963,0.00536969436838232,0.05,279,0.02,30,,0.035,[209],325.0,0.05,1.688066525956e+18,20.0,-127.0,,,
623,0.27736738850151443,999,270.03,,,1.6884144e+18,,,,,0.03,,,call,american,2023-09-15,100,270.0,,0.004034239363728085,0.0004919402974089875,-0.0020142147445087653,0.009851576713189363,0.04,241,0.02,260,,0.03,[233],302.0,0.03,1.688391899014852e+18,20.0,77.58,,,
722,0.5511878934393115,1933,89.95,,,1.6884144e+18,,,,,0.04,,,put,american,2023-10-20,100,90.0,,-0.0025935700386866874,0.000139047482346824,-0.002076864399490123,0.013698699316747283,0.06,132,0.04,92,,0.05,[209],301.0,0.04,1.6883912413345902e+18,20.0,-102.0,,,
1426,0.38358497197369906,236,84.39,,,1.6868592e+18,,,,,0.89,,,put,american,2024-12-20,100,85.0,,-0.016022631162591044,0.00045400351617015227,-0.0029255904473923593,0.11405157807254028,0.73,414,0.49,515,,0.61,[209],313.0,0.89,1.686837913803e+18,20.0,-108.0,,,
1698,0.23975165750502925,4135,234.875,,,1.6884144e+18,,,,,34.65,,,call,american,2025-12-19,100,200.0,,0.6415438093154288,0.0051353549241256,-0.02573650357888275,1.1021016503969832,35.0,1,34.75,18,,34.875,[209],316.0,34.65,1.6884031267208755e+18,20.0,42.425,,,
1432,0.3296508718788742,208,113.1,,,1.6880688e+18,,,,,2.05,,,put,american,2024-12-20,100,115.0,,-0.05022249888567636,0.0013763811415438002,-0.0061162982455663555,0.24065066224172893,1.95,133,1.85,168,,1.9,[209],308.0,2.05,1.688058623612e+18,20.0,-79.3,,,
466,0.56335174319273,28,129.935,,,1.6880688e+18,,,,,0.05,,,put,american,2023-08-04,100,130.0,,-0.005882296315747143,0.0005235844720389763,-0.00828292967665267,0.00950415044259375,0.07,39,0.06,20,,0.065,[209],301.0,0.05,1.688051905898e+18,20.0,-62.5,,,
1522,0.19395685475763816,6277,311.025,,,1.6884144e+18,,,,,1.04,,,call,american,2025-01-17,100,310.0,,0.05515629208601256,0.002393385179674363,-0.005759916736339017,0.2534750476730288,1.06,174,0.99,135,,1.025,[209],303.0,1.04,1.6884027867052623e+18,20.0,118.575,,,
724,0.4961070460607572,5733,99.925,,,1.6884144e+18,,,,,0.06,,,put,american,2023-10-20,100,100.0,,-0.004141085879385324,0.00023336408290584333,-0.0028068414274665405,0.0143602180782426,0.08,46,0.07,80,,0.075,[209],315.0,0.06,1.6884013128184701e+18,20.0,-92.5,,,
160,0.480688223600679,245,245.005,,,1.6881552e+18,,,,,0.01,,,call,american,2023-07-14,100,245.0,,0.0011395253615452334,0.00024263085892622027,-0.0028716840548520446,0.0009205130063076168,0.01,80,0.0,0,,0.005,[209],325.0,0.01,1.688141162358e+18,20.0,52.555,,,
319,0.4699441213819761,2,192.325,,,1.6884144e+18,,,,,38.0,,,put,american,2023-07-21,100,230.0,,-0.9678376335814122,0.005371407220190495,-0.031432438387785706,0.03615377871056741,38.15,30,37.2,30,,37.675,[209],308.0,38.0,1.6883964650249313e+18,20.0,-0.125,,,
633,0.5991043212644113,2844,94.965,,,1.6884144e+18,,,,,0.04,,,put,american,2023-09-15,100,95.0,,-0.0020868427380270026,0.00012746871861684511,-0.0022688168594455016,0.004339415784948763,0.04,41,0.03,130,,0.035,[232],308.0,0.04,1.6883920900532544e+18,20.0,-97.5,,,
87,0.36374198862296575,12559,179.945,,,1.6884144e+18,,,,,0.05,,,put,american,2023-07-07,100,180.0,,-0.021878916069467486,0.007995636519865412,-0.05313447677704816,0.008669196842538071,0.06,218,0.05,207,,0.055,[209],315.0,0.05,1.688403292016962e+18,20.0,-12.5,,,
620,0.21620747685629835,7484,240.095,,,1.6884144e+18,,,,,0.1,,,call,american,2023-09-15,100,240.0,,0.014504992165346803,0.001972008806077177,-0.0050155765157872696,0.025899594109230133,0.1,89,0.09,68,,0.095,[209],301.0,0.1,1.688401528731233e+18,20.0,47.645,,,
307,0.17377961441923237,15441,188.325,,,1.6884144e+18,,,,,1.67,,,put,american,2023-07-21,100,190.0,,-0.3421179642362639,0.05232061029456535,-0.07161395000784826,0.16058362963486222,1.68,15,1.67,50,,1.675,[219],325.0,1.67,1.688403572710193e+18,20.0,-4.12,,,
74,0.9631447594168205,894,147.995,,,1.6881552e+18,,,,,0.01,,,put,american,2023-07-07,100,148.0,,-0.0009918530635590276,0.00019283076615443442,-0.009052170639822102,0.0012366762467027799,0.01,143,0.0,0,,0.005,[209],322.0,0.01,1.688154958812e+18,20.0,-44.5,,,
254,0.16564581457547758,6331,198.55,,,1.6884144e+18,,,,,1.05,,,call,american,2023-07-21,100,197.5,,0.25669709230463467,0.04761257767566962,-0.07236475162830291,0.15243568950440894,1.06,56,1.04,66,,1.05,[227],302.0,1.05,1.6884035985010455e+18,20.0,6.1,,,
1506,0.22130200977337727,6866,236.025,,,1.6884144e+18,,,,,16.01,,,call,american,2025-01-17,100,220.0,,0.45865427566993733,0.0075376845783548686,-0.027644203952758194,0.9216679129441523,16.2,42,15.85,146,,16.025,[232],308.0,16.01,1.6884006864423946e+18,20.0,43.575,,,
363,0.27349529761428104,145,230.025,,,1.6884144e+18,,,,,0.04,,,call,american,2023-07-28,100,230.0,,0.005717479803759338,0.0011985034861930288,-0.004683887847836187,0.013187192305832162,0.03,34,0.02,143,,0.025,[209],323.0,0.04,1.6883913339629834e+18,21.0,37.575,,,
159,0.44455098299493084,220,240.005,,,1.6881552e+18,,,,,0.01,,,call,american,2023-07-14,100,240.0,,0.0012275960683195972,0.0002818829002186421,-0.002855739590993803,0.0009142096986832618,0.01,5090,0.0,0,,0.005,[209],322.0,0.01,1.688147304181e+18,21.0,47.555,,,
177,0.8453246729915141,180,124.995,,,1.6881552e+18,,,,,0.01,,,put,american,2023-07-14,100,125.0,,-0.0006349121174318365,8.034059447962481e-05,-0.0028976968041379346,0.0006084171745751947,0.01,4949,0.0,0,,0.005,[209],322.0,0.01,1.688153348823e+18,21.0,-67.5,,,
1598,0.26151218583496455,1407,217.475,,,1.6884144e+18,,,,,47.58,,,call,american,2025-06-20,100,170.0,,0.7717845925993272,0.004267473195731687,-0.02698193421160902,0.8332054855525545,47.85,130,47.1,141,,47.475,[227],302.0,47.58,1.6883987649666708e+18,21.0,25.025,,,
695,0.19437433698647708,19107,205.95,,,1.6884144e+18,,,,,5.95,,,call,american,2023-10-20,100,200.0,,0.4246514585588765,0.019707326337365803,-0.04725312732967589,0.43497922711994796,6.0,67,5.9,26,,5.95,[209],313.0,5.95,1.6884035890144576e+18,21.0,13.5,,,
989,0.20133503476548298,49122,213.25,,,1.6884144e+18,,,,,8.2,,,call,american,2024-01-19,100,205.0,,0.425155596233745,0.013892711638540781,-0.03774182403665793,0.5286022030193462,8.3,177,8.2,75,,8.25,[232],302.0,8.2,1.6884032084624937e+18,21.0,20.8,,,
271,0.5487873373538226,4211,280.005,,,1.6884144e+18,,,,,0.01,,,call,american,2023-07-21,100,280.0,,0.0007864026540924941,0.00011477364610976098,-0.0017726020393686165,0.001288167171737806,0.01,588,0.0,0,,0.005,[232],312.0,0.01,1.6883984188853138e+18,21.0,87.555,,,
706,0.2091363032715052,174,255.07,,,1.6884144e+18,,,,,0.08,,,call,american,2023-10-20,100,255.0,,0.009458207952162727,0.0011445002333214291,-0.0027592385554697676,0.03492160965718736,0.08,125,0.06,478,,0.07,[227],308.0,0.08,1.6884035739344003e+18,22.0,62.62,,,
743,0.19416585151160018,848,186.6,,,1.6884144e+18,,,,,8.55,,,put,american,2023-10-20,100,195.0,,-0.5011748743943815,0.02150623917302594,-0.02777071065407137,0.41225759614197544,8.45,40,8.35,48,,8.4,[227],323.0,8.55,1.688402802555357e+18,22.0,-5.85,,,
1100,0.18516563612608283,739,241.7,,,1.6884144e+18,,,,,1.68,,,call,american,2024-03-15,100,240.0,,0.12143622381948546,0.006840264804496296,-0.014603061224147933,0.4083994808220408,1.72,63,1.68,131,,1.7,[227],309.0,1.68,1.6883971193942876e+18,23.0,49.25,,,
347,0.5039702070757719,121,193.1,,,1.6884144e+18,,,,,42.8,,,call,american,2023-07-28,100,150.0,,0.9786710595335695,0.002033019154374018,-0.04396899353758295,0.021262866964078107,43.25,30,42.95,30,,43.1,[209],301.0,42.8,1.6884006815679406e+18,23.0,0.65,,,
736,0.2692681040707901,16067,158.935,,,1.6884144e+18,,,,,1.08,,,put,american,2023-10-20,100,160.0,,-0.07796504785873457,0.005234478246165651,-0.017214754710102417,0.14847408562329614,1.08,399,1.05,86,,1.065,[233],302.0,1.08,1.6884024499639939e+18,24.0,-33.5,,,
540,1.1953126116682857,2104,49.995,,,1.6855632e+18,,,,,0.01,,,put,american,2023-08-18,100,50.0,,-0.0002112225199235933,9.619531613335867e-06,-0.0006938832820560431,0.0007800854612870283,0.01,537,0.0,0,,0.005,[227],323.0,0.01,1.685549395496e+18,24.0,-142.0,,,
355,0.19259456474146752,6027,195.5,,,1.6884144e+18,,,,,5.55,,,call,american,2023-07-28,100,190.0,,0.6344834010715878,0.039835256881420915,-0.08960686303743856,0.1908854188066414,5.55,61,5.45,65,,5.5,[209],315.0,5.55,1.6884035308036086e+18,24.0,3.05,,,
